symbol,trade_date,open,high,low,close,volume,amount,adj_factor,is_suspended,limit_up,limit_down,is_st,is_new_stock,turnover_rate,amplitude,prev_close,free_float_market_cap
600001.SH,2025-01-23,19.0589,19.3717,18.7838,19.0495,1246500,23745212.1565,1.0000,false,20.9732,17.1599,false,false,1.2000,0.0308,19.0666,3809901669.7117
600001.SH,2025-01-24,19.0380,19.3347,18.7719,19.0239,1249600,23772263.2954,1.0000,false,20.9545,17.1446,false,false,1.2000,0.0295,19.0495,3804779656.7512
600001.SH,2025-01-27,19.0089,19.3426,18.7071,18.9905,1252700,23789432.9576,1.0000,false,20.9263,17.1215,false,false,1.2000,0.0334,19.0239,3798105365.6213
600001.SH,2025-01-28,18.9724,19.3410,18.6374,18.9503,1255800,23797798.7757,1.0000,false,20.8896,17.0915,false,false,1.2000,0.0370,18.9905,3790061916.8210
600001.SH,2025-01-29,18.9296,19.3294,18.5649,18.9043,1258900,23798609.4615,1.0000,false,20.8453,17.0553,false,false,1.2000,0.0403,18.9503,3780857806.2597
600001.SH,2025-01-30,18.8815,19.3076,18.4919,18.8536,1262000,23793259.3199,1.0000,false,20.7947,17.0139,false,false,1.2000,0.0431,18.9043,3770722554.6540
600001.SH,2025-01-31,18.8293,19.2758,18.4205,18.7995,1265100,23783259.6951,1.0000,false,20.7390,16.9683,false,false,1.2000,0.0454,18.8536,3759901935.8362
600001.SH,2025-02-03,18.7742,19.2345,18.3527,18.7433,1268200,23770207.9213,1.0000,false,20.6795,16.9196,false,false,1.2000,0.0469,18.7995,3748652881.4568
600001.SH,2025-02-04,18.7176,19.1843,18.2901,18.6862,1271300,23755754.4030,1.0000,false,20.6176,16.8689,false,false,1.2000,0.0477,18.7433,3737238166.1325
600001.SH,2025-02-05,18.6607,19.1265,18.2343,18.6296,1274400,23741568.4944,1.0000,false,20.5548,16.8176,false,false,1.2000,0.0477,18.6862,3725920981.5455
600001.SH,2025-02-06,18.6049,19.0624,18.1866,18.5748,1277500,23729303.8716,1.0000,false,20.4926,16.7666,false,false,1.2000,0.0470,18.6296,3714959510.2368
600001.SH,2025-02-07,18.5515,18.9937,18.1477,18.5230,1280600,23720564.1077,1.0000,false,20.4323,16.7173,false,false,1.2000,0.0455,18.5748,3704601609.8233
600001.SH,2025-02-10,18.5016,18.9221,18.1185,18.4754,1283700,23716869.1577,1.0000,false,20.3753,16.6707,false,false,1.2000,0.0434,18.5230,3695079716.0932
600001.SH,2025-02-11,18.4563,18.8497,18.0991,18.4330,1286800,23719623.4476,1.0000,false,20.3229,16.6279,false,false,1.2000,0.0406,18.4754,3686606068.9522
600001.SH,2025-02-12,18.4167,18.7786,18.0896,18.3968,1289900,23730086.2287,1.0000,false,20.2763,16.5897,false,false,1.2000,0.0374,18.4330,3679368358.5910
600001.SH,2025-02-13,18.3837,18.7108,18.0898,18.3676,1293000,23749344.8185,1.0000,false,20.2365,16.5572,false,false,1.2000,0.0338,18.3968,3673525880.6600
600001.SH,2025-02-14,18.3579,18.6485,18.0992,18.3460,1296100,23778291.2900,1.0000,false,20.2044,16.5309,false,false,1.2000,0.0299,18.3676,3669206278.8408
600001.SH,2025-02-17,18.3399,18.6364,18.0806,18.3325,1299200,23817603.1061,1.0000,false,20.1806,16.5114,false,false,1.2000,0.0303,18.3460,3666502941.2133
600001.SH,2025-02-18,18.3302,18.6623,18.0452,18.3274,1302300,23867728.1133,1.0000,false,20.1658,16.4993,false,false,1.2000,0.0337,18.3325,3665473103.4724
600001.SH,2025-02-19,18.3289,18.6962,18.0182,18.3307,1305400,23928874.2254,1.0000,false,20.1601,16.4946,false,false,1.2000,0.0370,18.3274,3666136697.6210
600001.SH,2025-02-20,18.3359,18.7380,17.9998,18.3424,1308500,24001004.0308,1.0000,false,20.1638,16.4976,false,false,1.2000,0.0403,18.3307,3668475969.5560
600001.SH,2025-02-21,18.3513,18.7833,17.9935,18.3622,1311600,24083834.4569,1.0000,false,20.1766,16.5081,false,false,1.2000,0.0431,18.3424,3672435873.2717
600001.SH,2025-02-24,18.3745,18.8307,17.9999,18.3896,1314700,24176841.5228,1.0000,false,20.1984,16.5260,false,false,1.2000,0.0452,18.3622,3677925233.5598
600001.SH,2025-02-25,18.4051,18.8788,18.0190,18.4241,1317800,24279270.1073,1.0000,false,20.2286,16.5507,false,false,1.2000,0.0468,18.3896,3684818653.4033
600001.SH,2025-02-26,18.4424,18.9261,18.0507,18.4648,1320900,24390148.5547,1.0000,false,20.2665,16.5817,false,false,1.2000,0.0475,18.4241,3692959127.0667
600001.SH,2025-02-27,18.4855,18.9716,18.0944,18.5108,1324000,24508307.8423,1.0000,false,20.3113,16.6183,false,false,1.2000,0.0475,18.4648,3702161305.4824
600001.SH,2025-02-28,18.5334,19.0141,18.1489,18.5611,1327100,24632404.9365,1.0000,false,20.3619,16.6597,false,false,1.2000,0.0467,18.5108,3712215347.2219
600001.SH,2025-03-03,18.5851,19.0528,18.2131,18.6145,1330200,24760949.8793,1.0000,false,20.4172,16.7050,false,false,1.2000,0.0452,18.5611,3722891276.3874
600001.SH,2025-03-04,18.6393,19.0869,18.2853,18.6697,1333300,24892336.0654,1.0000,false,20.4759,16.7530,false,false,1.2000,0.0431,18.6145,3733943758.4086
600001.SH,2025-03-05,18.6949,19.1160,18.3636,18.7256,1336400,25024873.1050,1.0000,false,20.5367,16.8027,false,false,1.2000,0.0403,18.6697,3745117196.1951
600001.SH,2025-03-06,18.7504,19.1399,18.4457,18.7808,1339500,25156821.6075,1.0000,false,20.5981,16.8530,false,false,1.2000,0.0371,18.7256,3756151042.5480
600001.SH,2025-03-07,18.8047,19.1584,18.5293,18.8339,1342600,25286429.1839,1.0000,false,20.6588,16.9027,false,false,1.2000,0.0335,18.7808,3766785220.3056
600001.SH,2025-03-10,18.8564,19.1718,18.6120,18.8838,1345700,25411966.9324,1.0000,false,20.7173,16.9505,false,false,1.2000,0.0297,18.8339,3776765539.4882
600001.SH,2025-03-11,18.9043,19.2462,18.6352,18.9292,1348800,25531765.6610,1.0000,false,20.7722,16.9954,false,false,1.2000,0.0324,18.8838,3785849000.7466
600001.SH,2025-03-12,18.9472,19.3231,18.6466,18.9690,1351900,25644251.1022,1.0000,false,20.8222,17.0363,false,false,1.2000,0.0357,18.9292,3793808876.7191
600001.SH,2025-03-13,18.9840,19.3906,18.6541,19.0022,1355000,25747977.3917,1.0000,false,20.8659,17.0721,false,false,1.2000,0.0388,18.9690,3800439467.4114
600001.SH,2025-03-14,19.0137,19.4464,18.6582,19.0278,1358100,25841658.1158,1.0000,false,20.9024,17.1020,false,false,1.2000,0.0415,19.0022,3805560432.3378
600001.SH,2025-03-17,19.0356,19.4884,18.6589,19.0451,1361200,25924194.2769,1.0000,false,20.9306,17.1250,false,false,1.2000,0.0436,19.0278,3809020610.7711
600001.SH,2025-03-18,19.0489,19.5151,18.6566,19.0535,1364300,25994698.5896,1.0000,false,20.9496,17.1406,false,false,1.2000,0.0451,19.0451,3810701251.8671
600001.SH,2025-03-19,19.0531,19.5258,18.6508,19.0526,1367400,26052515.5891,1.0000,false,20.9589,17.1482,false,false,1.2000,0.0459,19.0535,3810518588.4346
600001.SH,2025-03-20,19.0479,19.5241,18.6375,19.0421,1370500,26097237.1195,1.0000,false,20.9579,17.1473,false,false,1.2000,0.0465,19.0526,3808425701.4905
600001.SH,2025-03-21,19.0331,19.5050,18.6212,19.0221,1373600,26128712.8601,1.0000,false,20.9463,17.1379,false,false,1.2000,0.0464,19.0421,3804413637.1717
600001.SH,2025-03-24,19.0088,19.4687,18.6020,18.9926,1376700,26147055.6504,1.0000,false,20.9243,17.1199,false,false,1.2000,0.0456,19.0221,3798511752.8053
600001.SH,2025-03-25,18.9752,19.4159,18.5797,18.9539,1379800,26152641.4767,1.0000,false,20.8918,17.0933,false,false,1.2000,0.0440,18.9926,3790787284.6313
600001.SH,2025-03-26,18.9327,19.3480,18.5542,18.9067,1382900,26146104.0942,1.0000,false,20.8493,17.0585,false,false,1.2000,0.0419,18.9539,3781344145.5263
600001.SH,2025-03-27,18.8819,19.2665,18.5253,18.8516,1386000,26128324.3689,1.0000,false,20.7974,17.0160,false,false,1.2000,0.0392,18.9067,3770320976.7590
600001.SH,2025-03-28,18.8236,19.1734,18.4927,18.7894,1389100,26100414.5281,1.0000,false,20.7368,16.9664,false,false,1.2000,0.0361,18.8516,3757888493.0019
600001.SH,2025-03-31,18.7587,19.0712,18.4562,18.7212,1392200,26063697.6188,1.0000,false,20.6684,16.9105,false,false,1.2000,0.0327,18.7894,3744246174.2211
600001.SH,2025-04-01,18.6883,18.9749,18.4050,18.6481,1395300,26019682.5679,1.0000,false,20.5934,16.8491,false,false,1.2000,0.0304,18.7212,3729618371.3709
600001.SH,2025-04-02,18.6135,18.9358,18.2979,18.5712,1398400,25970035.3341,1.0000,false,20.5129,16.7833,false,false,1.2000,0.0342,18.6481,3714249904.7642
600001.SH,2025-04-03,18.5356,18.8915,18.1902,18.4920,1401500,25916546.7196,1.0000,false,20.4284,16.7141,false,false,1.2000,0.0378,18.5712,3698401244.3263
600001.SH,2025-04-04,18.4559,18.8420,18.0843,18.4117,1404600,25861097.4837,1.0000,false,20.3412,16.6428,false,false,1.2000,0.0410,18.4920,3682343369.4611
600001.SH,2025-04-07,18.3757,18.7874,17.9827,18.3318,1407700,25805621.4574,1.0000,false,20.2529,16.5705,false,false,1.2000,0.0437,18.4117,3666352412.7917
600001.SH,2025-04-08,18.2966,18.7282,17.8875,18.2535,1410800,25752067.4017,1.0000,false,20.1649,16.4986,false,false,1.2000,0.0459,18.3318,3650704196.4449
600001.SH,2025-04-09,18.2197,18.6649,17.8008,18.1783,1413900,25702360.3819,1.0000,false,20.0789,16.4282,false,false,1.2000,0.0473,18.2535,3635668771.7459
600001.SH,2025-04-10,18.1465,18.5984,17.7242,18.1075,1417000,25658363.4431,1.0000,false,19.9962,16.3605,false,false,1.2000,0.0481,18.1783,3621505073.1273
600001.SH,2025-04-11,18.0782,18.5298,17.6592,18.0423,1420100,25621840.3706,1.0000,false,19.9183,16.2968,false,false,1.2000,0.0481,18.1075,3608455794.7402
600001.SH,2025-04-14,18.0159,18.4601,17.6068,17.9837,1423200,25594420.2970,1.0000,false,19.8465,16.2381,false,false,1.2000,0.0473,18.0423,3596742593.7274
600001.SH,2025-04-15,17.9608,18.3909,17.5678,17.9328,1426300,25577564.8882,1.0000,false,19.7821,16.1853,false,false,1.2000,0.0458,17.9837,3586561717.4745
600001.SH,2025-04-16,17.9137,18.3236,17.5424,17.8904,1429400,25572538.7858,1.0000,false,19.7261,16.1395,false,false,1.2000,0.0436,17.9328,3578080143.5327
600001.SH,2025-04-17,17.8754,18.2598,17.5308,17.8572,1432500,25580383.9237,1.0000,false,19.6794,16.1014,false,false,1.2000,0.0408,17.8904,3571432310.4706
600001.SH,2025-04-18,17.8466,18.2011,17.5325,17.8336,1435600,25601898.2573,1.0000,false,19.6429,16.0714,false,false,1.2000,0.0374,17.8572,3566717505.8952
600001.SH,2025-04-21,17.8275,18.1489,17.5469,17.8200,1438700,25637619.3576,1.0000,false,19.6169,16.0502,false,false,1.2000,0.0338,17.8336,3563997964.5014
600001.SH,2025-04-22,17.8184,18.1049,17.5730,17.8165,1441800,25687813.2243,1.0000,false,19.6020,16.0380,false,false,1.2000,0.0298,17.8200,3563297714.5677
600001.SH,2025-04-23,17.8194,18.1067,17.5783,17.8230,1444900,25752468.5656,1.0000,false,19.5981,16.0348,false,false,1.2000,0.0297,17.8165,3564602196.0805
600001.SH,2025-04-24,17.8303,18.1582,17.5594,17.8393,1448000,25831296.6837,1.0000,false,19.6053,16.0407,false,false,1.2000,0.0336,17.8230,3567858657.9697
600001.SH,2025-04-25,17.8508,18.2173,17.5515,17.8649,1451100,25923736.9894,1.0000,false,19.6232,16.0554,false,false,1.2000,0.0373,17.8393,3572977326.0830
600001.SH,2025-04-28,17.8803,18.2819,17.5554,17.8992,1454200,26028968.0541,1.0000,false,19.6514,16.0784,false,false,1.2000,0.0407,17.8649,3579833317.8463
600001.SH,2025-04-29,17.9181,18.3501,17.5711,17.9413,1457300,26145923.9948,1.0000,false,19.6891,16.1092,false,false,1.2000,0.0435,17.8992,3588269264.3629
600001.SH,2025-04-30,17.9635,18.4200,17.5989,17.9905,1460400,26273315.8773,1.0000,false,19.7355,16.1472,false,false,1.2000,0.0458,17.9413,3598098586.3174
600001.SH,2025-05-01,18.0153,18.4897,17.6384,18.0455,1463500,26409657.7180,1.0000,false,19.7895,16.1914,false,false,1.2000,0.0473,17.9905,3609109356.7461
600001.SH,2025-05-02,18.0725,18.5574,17.6889,18.1053,1466600,26553296.5704,1.0000,false,19.8501,16.2410,false,false,1.2000,0.0481,18.0455,3621068671.8088
600001.SH,2025-05-05,18.1338,18.6215,17.7496,18.1686,1469700,26702446.0955,1.0000,false,19.9159,16.2948,false,false,1.2000,0.0482,18.1053,3633727440.3652
600001.SH,2025-05-06,18.1981,18.6807,17.8193,18.2341,1472800,26855222.9426,1.0000,false,19.9855,16.3518,false,false,1.2000,0.0474,18.1686,3646825494.6524
600001.SH,2025-05-07,18.2640,18.7337,17.8965,18.3005,1475900,27009685.2052,1.0000,false,20.0575,16.4107,false,false,1.2000,0.0459,18.2341,3660096917.8432
600001.SH,2025-05-08,18.3301,18.7798,17.9794,18.3664,1479000,27163872.1736,1.0000,false,20.1305,16.4704,false,false,1.2000,0.0437,18.3005,3673275479.8682
600001.SH,2025-05-09,18.3952,18.8184,18.0661,18.4305,1482100,27315844.5740,1.0000,false,20.2030,16.5297,false,false,1.2000,0.0410,18.3664,3686100070.7051
600001.SH,2025-05-12,18.4580,18.8493,18.1545,18.4916,1485200,27463724.4716,1.0000,false,20.2736,16.5875,false,false,1.2000,0.0377,18.4305,3698320020.4151
600001.SH,2025-05-13,18.5172,18.8725,18.2422,18.5485,1488300,27605734.0200,1.0000,false,20.3408,16.6424,false,false,1.2000,0.0341,18.4916,3709700197.5370
600001.SH,2025-05-14,18.5717,18.8883,18.3271,18.6001,1491400,27740232.2563,1.0000,false,20.4034,16.6937,false,false,1.2000,0.0303,18.5485,3720025781.9913
600001.SH,2025-05-15,18.6206,18.9532,18.3594,18.6455,1494500,27865749.1829,1.0000,false,20.4601,16.7401,false,false,1.2000,0.0319,18.6001,3729106615.3031
600001.SH,2025-05-16,18.6628,19.0283,18.3704,18.6839,1497600,27981016.4244,1.0000,false,20.5101,16.7810,false,false,1.2000,0.0353,18.6455,3736781039.5853
600001.SH,2025-05-19,18.6977,19.0932,18.3762,18.7146,1500700,28084993.8208,1.0000,false,20.5523,16.8155,false,false,1.2000,0.0384,18.6839,3742919147.1693
600001.SH,2025-05-20,18.7247,19.1460,18.3775,18.7371,1503800,28176891.3931,1.0000,false,20.5861,16.8431,false,false,1.2000,0.0411,18.7146,3747425374.7961
600001.SH,2025-05-21,18.7435,19.1850,18.3748,18.7512,1506900,28256186.2159,1.0000,false,20.6108,16.8634,false,false,1.2000,0.0432,18.7371,3750240389.6612
600001.SH,2025-05-22,18.7537,19.2093,18.3690,18.7567,1510000,28322633.8294,1.0000,false,20.6263,16.8761,false,false,1.2000,0.0448,18.7512,3751342229.0575
600001.SH,2025-05-23,18.7554,19.2197,18.3591,18.7537,1513100,28376273.9363,1.0000,false,20.6324,16.8810,false,false,1.2000,0.0459,18.7567,3750746670.5878
600001.SH,2025-05-26,18.7487,19.2174,18.3443,18.7425,1516200,28417430.2450,1.0000,false,20.6291,16.8784,false,false,1.2000,0.0466,18.7537,3748506825.6194
600001.SH,2025-05-27,18.7340,19.1993,18.3282,18.7236,1519300,28446704.4383,1.0000,false,20.6168,16.8683,false,false,1.2000,0.0465,18.7425,3744711964.4993
600001.SH,2025-05-28,18.7118,19.1663,18.3114,18.6974,1522400,28464964.3698,1.0000,false,20.5959,16.8512,false,false,1.2000,0.0457,18.7236,3739485597.7196
600001.SH,2025-05-29,18.6828,19.1193,18.2942,18.6649,1525500,28473326.7067,1.0000,false,20.5672,16.8277,false,false,1.2000,0.0441,18.6974,3732982852.4065
600001.SH,2025-05-30,18.6478,19.0602,18.2768,18.6269,1528600,28473134.3534,1.0000,false,20.5314,16.7984,false,false,1.2000,0.0420,18.6649,3725387197.8770
600001.SH,2025-06-02,18.6079,18.9907,18.2595,18.5845,1531700,28465929.0988,1.0000,false,20.4896,16.7642,false,false,1.2000,0.0393,18.6269,3716906587.2917
600001.SH,2025-06-03,18.5640,18.9132,18.2424,18.5388,1534800,28453420.0300,1.0000,false,20.4430,16.7261,false,false,1.2000,0.0361,18.5845,3707769094.3464
600001.SH,2025-06-04,18.5174,18.8303,18.2255,18.4911,1537900,28437448.3433,1.0000,false,20.3927,16.6850,false,false,1.2000,0.0326,18.5388,3698218134.2468
600001.SH,2025-06-05,18.4692,18.7479,18.2060,18.4425,1541000,28419949.2604,1.0000,false,20.3402,16.6420,false,false,1.2000,0.0293,18.4911,3688507366.6996
600001.SH,2025-06-06,18.4209,18.7354,18.1275,18.3945,1544100,28402911.8210,1.0000,false,20.2868,16.5983,false,false,1.2000,0.0330,18.4425,3678895385.1448
600001.SH,2025-06-09,18.3737,18.7223,18.0523,18.3482,1547200,28388337.3672,1.0000,false,20.2339,16.5550,false,false,1.2000,0.0364,18.3945,3669640300.8245
600001.SH,2025-06-10,18.3287,18.7085,17.9826,18.3050,1550300,28378197.5679,1.0000,false,20.1830,16.5134,false,false,1.2000,0.0396,18.3482,3660994332.4362
600001.SH,2025-06-11,18.2874,18.6941,17.9208,18.2660,1553400,28374392.8429,1.0000,false,20.1355,16.4745,false,false,1.2000,0.0422,18.3050,3653198512.0210
600001.SH,2025-06-12,18.2509,18.6791,17.8688,18.2324,1556500,28378712.0416,1.0000,false,20.0926,16.4394,false,false,1.2000,0.0444,18.2660,3646477615.3739
600001.SH,2025-06-13,18.2201,18.6638,17.8283,18.2052,1559600,28392794.2107,1.0000,false,20.0556,16.4091,false,false,1.2000,0.0458,18.2324,3641035420.7042
600001.SH,2025-06-16,18.1962,18.6487,17.8008,18.1853,1562700,28418093.2425,1.0000,false,20.0257,16.3847,false,false,1.2000,0.0466,18.2052,3637050392.5905
600001.SH,2025-06-17,18.1799,18.6343,17.7873,18.1734,1565800,28455846.1455,1.0000,false,20.0038,16.3667,false,false,1.2000,0.0466,18.1853,3634671879.6182
600001.SH,2025-06-18,18.1719,18.6211,17.7883,18.1701,1568900,28507045.6005,1.0000,false,19.9907,16.3560,false,false,1.2000,0.0458,18.1734,3634016903.6288
600001.SH,2025-06-19,18.1727,18.6131,17.8011,18.1758,1572000,28572417.3868,1.0000,false,19.9871,16.3531,false,false,1.2000,0.0447,18.1701,3635167606.4592
600001.SH,2025-06-20,18.1826,18.6098,17.8266,18.1908,1575100,28652403.1621,1.0000,false,19.9934,16.3583,false,false,1.2000,0.0431,18.1758,3638169406.6596
600001.SH,2025-06-23,18.2018,18.6102,17.8662,18.2151,1578200,28747148.9741,1.0000,false,20.0099,16.3718,false,false,1.2000,0.0409,18.1908,3643029904.2122
600001.SH,2025-06-24,18.2302,18.6150,17.9191,18.2486,1581300,28856499.7633,1.0000,false,20.0367,16.3936,false,false,1.2000,0.0382,18.2151,3649718556.0386
600001.SH,2025-06-25,18.2676,18.6249,17.9840,18.2908,1584400,28979999.9989,1.0000,false,20.0735,16.4237,false,false,1.2000,0.0351,18.2486,3658167129.3744
600001.SH,2025-06-26,18.3136,18.6408,18.0595,18.3414,1587500,29116900.4612,1.0000,false,20.1199,16.4618,false,false,1.2000,0.0318,18.2908,3668270924.2437
600001.SH,2025-06-27,18.3675,18.6878,18.1228,18.3995,1590600,29266171.0599,1.0000,false,20.1755,16.5072,false,false,1.2000,0.0308,18.3414,3679890740.5901
600001.SH,2025-06-30,18.4286,18.7900,18.1523,18.4643,1593700,29426519.4538,1.0000,false,20.2394,16.5595,false,false,1.2000,0.0347,18.3995,3692855550.4491
600001.SH,2025-07-01,18.4960,18.8963,18.1894,18.5348,1596800,29596415.1162,1.0000,false,20.3107,16.6178,false,false,1.2000,0.0383,18.4643,3706965821.1706
600001.SH,2025-07-02,18.5687,19.0043,18.2342,18.6100,1599900,29774118.3808,1.0000,false,20.3883,16.6813,false,false,1.2000,0.0415,18.5348,3721997422.4359
600001.SH,2025-07-03,18.6453,19.1114,18.2867,18.6885,1603000,29957713.8938,1.0000,false,20.4710,16.7490,false,false,1.2000,0.0443,18.6100,3737706037.9050
600001.SH,2025-07-04,18.7248,19.2151,18.3467,18.7692,1606100,30145147.8121,1.0000,false,20.5574,16.8197,false,false,1.2000,0.0465,18.6885,3753831992.0440
600001.SH,2025-07-07,18.8058,19.3132,18.4135,18.8505,1609200,30334268.0018,1.0000,false,20.6461,16.8922,false,false,1.2000,0.0479,18.7692,3770105394.2084
600001.SH,2025-07-08,18.8869,19.4035,18.4864,18.9313,1612300,30522866.4317,1.0000,false,20.7356,16.9655,false,false,1.2000,0.0487,18.8505,3786251495.5881
600001.SH,2025-07-09,18.9667,19.4843,18.5644,19.0100,1615400,30708722.9057,1.0000,false,20.8244,17.0381,false,false,1.2000,0.0486,18.9313,3801996150.2637
600001.SH,2025-07-10,19.0439,19.5542,18.6463,19.0854,1618500,30889649.2484,1.0000,false,20.9110,17.1090,false,false,1.2000,0.0478,19.0100,3817071269.4932
600001.SH,2025-07-11,19.1172,19.6119,18.7306,19.1561,1621600,31063533.0449,1.0000,false,20.9939,17.1768,false,false,1.2000,0.0462,19.0854,3831220158.4693
600001.SH,2025-07-14,19.1853,19.6568,18.8156,19.2210,1624700,31228380.0418,1.0000,false,21.0717,17.2405,false,false,1.2000,0.0439,19.1561,3844202627.1646
600001.SH,2025-07-15,19.2471,19.6886,18.8996,19.2790,1627800,31382354.3400,1.0000,false,21.1431,17.2989,false,false,1.2000,0.0410,19.2210,3855799771.4689
600001.SH,2025-07-16,19.3015,19.7073,18.9805,19.3291,1630900,31523815.5518,1.0000,false,21.2069,17.3511,false,false,1.2000,0.0377,19.2790,3865818327.5213
600001.SH,2025-07-17,19.3477,19.7135,19.0565,19.3705,1634000,31651352.1534,1.0000,false,21.2620,17.3962,false,false,1.2000,0.0340,19.3291,3874094510.8169
600001.SH,2025-07-18,19.3849,19.7079,19.1255,19.4025,1637100,31763810.3393,1.0000,false,21.3075,17.4334,false,false,1.2000,0.0301,19.3705,3880497262.1432
600001.SH,2025-07-21,19.4125,19.7404,19.1443,19.4247,1640200,31860317.7735,1.0000,false,21.3427,17.4622,false,false,1.2000,0.0307,19.4025,3884930834.4685
600001.SH,2025-07-22,19.4301,19.7904,19.1295,19.4367,1643300,31940301.7352,1.0000,false,21.3671,17.4822,false,false,1.2000,0.0340,19.4247,3887336668.3082
600001.SH,2025-07-23,19.4375,19.8276,19.1068,19.4385,1646400,32003501.2686,1.0000,false,21.3804,17.4930,false,false,1.2000,0.0371,19.4367,3887694517.5698
600001.SH,2025-07-24,19.4347,19.8552,19.0728,19.4301,1649500,32049973.0688,1.0000,false,21.3823,17.4946,false,false,1.2000,0.0403,19.4385,3886022803.1251
600001.SH,2025-07-25,19.4219,19.8684,19.0325,19.4119,1652600,32080090.9598,1.0000,false,21.3731,17.4871,false,false,1.2000,0.0430,19.4301,3882378187.0708
600001.SH,2025-07-28,19.3995,19.8655,18.9884,19.3843,1655700,32094538.9558,1.0000,false,21.3531,17.4707,false,false,1.2000,0.0452,19.4119,3876854376.4886
600001.SH,2025-07-29,19.3679,19.8463,18.9417,19.3479,1658800,32094298.0228,1.0000,false,21.3227,17.4458,false,false,1.2000,0.0467,19.3843,3869580181.1946
600001.SH,2025-07-30,19.3280,19.8110,18.8936,19.3036,1661900,32080626.7909,1.0000,false,21.2827,17.4131,false,false,1.2000,0.0474,19.3479,3860716865.1379
600001.SH,2025-07-31,19.2805,19.7602,18.8451,19.2523,1665000,32055036.5886,1.0000,false,21.2339,17.3732,false,false,1.2000,0.0474,19.3036,3850454845.4793
600001.SH,2025-08-01,19.2265,19.6952,18.7973,19.1950,1668100,32019261.2923,1.0000,false,21.1775,17.3270,false,false,1.2000,0.0466,19.2523,3839009806.6415
600001.SH,2025-08-04,19.1672,19.6176,18.7509,19.1331,1671200,31975222.5860,1.0000,false,21.1146,17.2755,false,false,1.2000,0.0452,19.1950,3826618308.5212
600001.SH,2025-08-05,19.1036,19.5293,18.7065,19.0677,1674300,31924991.3281,1.0000,false,21.0464,17.2198,false,false,1.2000,0.0430,19.1331,3813532978.3313
600001.SH,2025-08-06,19.0373,19.4328,18.6645,19.0001,1677400,31870745.7996,1.0000,false,20.9744,17.1609,false,false,1.2000,0.0403,19.0677,3800017384.0000
600001.SH,2025-08-07,18.9693,19.3305,18.6253,18.9317,1680500,31814727.6773,1.0000,false,20.9001,17.1001,false,false,1.2000,0.0371,19.0001,3786340693.5192
600001.SH,2025-08-08,18.9012,19.2252,18.5890,18.8639,1683600,31759196.6234,1.0000,false,20.8249,17.0385,false,false,1.2000,0.0336,18.9317,3772772228.9671
